Code Officiel Région;Code Officiel Commune / Arrondissement Municipal;Code Officiel Département;Nom Officiel Commune / Arrondissement Municipal;Code interne de la variable;Valeur;Année de référence géographique;Année;Code Officiel EPCI;Nom Officiel EPCI;Nom de la variable;Nom Officiel Département;Nom Officiel Région
04;974423;974;Trois-Bassins;csx_rec1taxtypac_rec1rpop;40.22919665543953;2019;2007;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974402;974;Bras-Panon;csx_rec5taxtypac_rec2rpop;496.0;2021;2008;;;Employés Chômeurs;La Réunion;La Réunion
04;974405;974;Petite-Île;csx_rec4taxtypac_rec1rpop;653.7771263999873;2021;2008;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974407;974;Port;csx_rec5taxtypac_rec1rpop;2734.4593594327007;2021;2008;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974409;974;Saint-André;csx_rec1taxtypac_rec2rpop;14.999507599089089;2021;2008;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974409;974;Saint-André;csx_rec2taxtypac_rec2rpop;110.01564275997914;2021;2008;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974409;974;Saint-André;csx_rec3taxtypac_rec1rpop;855.0274520072008;2021;2008;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974409;974;Saint-André;csx_rec5taxtypac_rec2rpop;1947.3699508633617;2021;2008;;;Employés Chômeurs;La Réunion;La Réunion
04;974410;974;Saint-Benoît;csx_rec2taxtypac_rec1rpop;452.8880335489775;2021;2008;;;Artisans, commerçants, chefs d'entreprise Actifs ayant un emploi;La Réunion;La Réunion
04;974410;974;Saint-Benoît;csx_rec5taxtypac_rec2rpop;1276.120133597184;2021;2008;;;Employés Chômeurs;La Réunion;La Réunion
04;974411;974;Saint-Denis;csx_rec4taxtypac_rec1rpop;10289.188907109241;2021;2008;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974411;974;Saint-Denis;csx_rec5taxtypac_rec1rpop;13231.0574037739;2021;2008;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974412;974;Saint-Joseph;csx_rec4taxtypac_rec1rpop;1460.8901760018448;2021;2008;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974412;974;Saint-Joseph;csx_rec4taxtypac_rec2rpop;334.2043300922539;2021;2008;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974421;974;Salazie;csx_rec1taxtypac_rec1rpop;110.21191387568295;2021;2008;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974421;974;Salazie;csx_rec4taxtypac_rec1rpop;173.69930914917288;2021;2008;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974424;974;Cilaos;csx_rec6taxtypac_rec2rpop;335.4116328730955;2021;2008;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974402;974;Bras-Panon;csx_rec4taxtypac_rec2rpop;162.9551970020493;2021;2013;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974402;974;Bras-Panon;csx_rec6taxtypac_rec1rpop;639.2611174421336;2021;2013;;;Ouvriers Actifs ayant un emploi;La Réunion;La Réunion
04;974403;974;Entre-Deux;csx_rec2taxtypac_rec1rpop;171.6531560496614;2021;2013;;;Artisans, commerçants, chefs d'entreprise Actifs ayant un emploi;La Réunion;La Réunion
04;974403;974;Entre-Deux;csx_rec5taxtypac_rec1rpop;634.3274674708744;2021;2013;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974404;974;Étang-Salé;csx_rec3taxtypac_rec1rpop;762.2892494381405;2021;2013;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974405;974;Petite-Île;csx_rec3taxtypac_rec1rpop;195.64198539717196;2021;2013;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974407;974;Port;csx_rec6taxtypac_rec2rpop;1938.1189082878343;2021;2013;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974409;974;Saint-André;csx_rec1taxtypac_rec2rpop;2.4985370313747497;2021;2013;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974409;974;Saint-André;csx_rec2taxtypac_rec2rpop;154.94459892597433;2021;2013;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974410;974;Saint-Benoît;csx_rec4taxtypac_rec1rpop;1563.06305507974;2021;2013;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974411;974;Saint-Denis;csx_rec1taxtypac_rec1rpop;170.1630017601712;2021;2013;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974411;974;Saint-Denis;csx_rec2taxtypac_rec1rpop;2236.8505476203027;2021;2013;;;Artisans, commerçants, chefs d'entreprise Actifs ayant un emploi;La Réunion;La Réunion
04;974413;974;Saint-Leu;csx_rec3taxtypac_rec2rpop;67.58773627594576;2021;2013;;;Cadres et professions intellectuelles supérieures Chômeurs;La Réunion;La Réunion
04;974417;974;Saint-Philippe;csx_rec3taxtypac_rec2rpop;0.0;2021;2013;;;Cadres et professions intellectuelles supérieures Chômeurs;La Réunion;La Réunion
04;974417;974;Saint-Philippe;csx_rec4taxtypac_rec1rpop;184.02307368636247;2021;2013;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974418;974;Sainte-Marie;csx_rec6taxtypac_rec1rpop;1693.6859710926178;2021;2013;;;Ouvriers Actifs ayant un emploi;La Réunion;La Réunion
04;974421;974;Salazie;csx_rec1taxtypac_rec1rpop;179.58965726843408;2021;2013;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974421;974;Salazie;csx_rec4taxtypac_rec1rpop;262.32197129097096;2021;2013;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974421;974;Salazie;csx_rec6taxtypac_rec2rpop;515.5635666526389;2021;2013;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974424;974;Cilaos;csx_rec6taxtypac_rec1rpop;364.557805836309;2021;2013;;;Ouvriers Actifs ayant un emploi;La Réunion;La Réunion
04;974402;974;Bras-Panon;csx_rec5taxtypac_rec2rpop;514.9868961654164;2019;2017;;;Employés Chômeurs;La Réunion;La Réunion
04;974404;974;Étang-Salé;csx_rec5taxtypac_rec1rpop;1110.9427029048877;2019;2017;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974412;974;Saint-Joseph;csx_rec6taxtypac_rec1rpop;1493.4276270641517;2019;2017;;;Ouvriers Actifs ayant un emploi;La Réunion;La Réunion
04;974413;974;Saint-Leu;csx_rec3taxtypac_rec2rpop;75.69808673796128;2019;2017;;;Cadres et professions intellectuelles supérieures Chômeurs;La Réunion;La Réunion
04;974415;974;Saint-Paul;csx_rec4taxtypac_rec1rpop;7298.443966403395;2019;2017;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974422;974;Tampon;csx_rec2taxtypac_rec1rpop;1525.8833132111886;2019;2017;;;Artisans, commerçants, chefs d'entreprise Actifs ayant un emploi;La Réunion;La Réunion
04;974403;974;Entre-Deux;csx_rec3taxtypac_rec1rpop;106.371023385538;2019;2007;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974404;974;Étang-Salé;csx_rec5taxtypac_rec2rpop;490.19365979856144;2019;2007;;;Employés Chômeurs;La Réunion;La Réunion
04;974408;974;Possession;csx_rec5taxtypac_rec1rpop;2587.9675705761183;2019;2007;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974412;974;Saint-Joseph;csx_rec2taxtypac_rec2rpop;60.35565018882826;2019;2007;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974413;974;Saint-Leu;csx_rec6taxtypac_rec1rpop;1476.330572608855;2019;2007;;;Ouvriers Actifs ayant un emploi;La Réunion;La Réunion
04;974416;974;Saint-Pierre;csx_rec2taxtypac_rec1rpop;1124.2423934737374;2019;2007;;;Artisans, commerçants, chefs d'entreprise Actifs ayant un emploi;La Réunion;La Réunion
04;974416;974;Saint-Pierre;csx_rec4taxtypac_rec1rpop;3922.1577355155428;2019;2007;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974418;974;Sainte-Marie;csx_rec3taxtypac_rec2rpop;20.10138089885429;2019;2007;;;Cadres et professions intellectuelles supérieures Chômeurs;La Réunion;La Réunion
04;974421;974;Salazie;csx_rec2taxtypac_rec1rpop;116.41104760672427;2019;2007;;;Artisans, commerçants, chefs d'entreprise Actifs ayant un emploi;La Réunion;La Réunion
04;974422;974;Tampon;csx_rec2taxtypac_rec2rpop;201.33703375467758;2019;2007;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974401;974;Avirons;csx_rec1taxtypac_rec2rpop;5.222504986122596;2021;2019;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974401;974;Avirons;csx_rec2taxtypac_rec2rpop;31.179480869299702;2021;2019;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974402;974;Bras-Panon;csx_rec4taxtypac_rec1rpop;792.9572507298279;2021;2019;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974405;974;Petite-Île;csx_rec2taxtypac_rec2rpop;37.503886140806834;2021;2019;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974410;974;Saint-Benoît;csx_rec5taxtypac_rec1rpop;2722.714975008897;2021;2019;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974417;974;Saint-Philippe;csx_rec1taxtypac_rec2rpop;0.0;2021;2019;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974417;974;Saint-Philippe;csx_rec4taxtypac_rec2rpop;31.63083164300211;2021;2019;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974422;974;Tampon;csx_rec4taxtypac_rec1rpop;4583.776534663102;2021;2019;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974424;974;Cilaos;csx_rec6taxtypac_rec2rpop;371.04651082081807;2021;2019;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974402;974;Bras-Panon;csx_rec5taxtypac_rec2rpop;598.3451248864482;2019;2012;;;Employés Chômeurs;La Réunion;La Réunion
04;974404;974;Étang-Salé;csx_rec2taxtypac_rec2rpop;22.59541709255122;2019;2012;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974407;974;Port;csx_rec3taxtypac_rec1rpop;200.276440197088;2019;2012;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974413;974;Saint-Leu;csx_rec4taxtypac_rec1rpop;2053.5340056580567;2019;2012;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974413;974;Saint-Leu;csx_rec5taxtypac_rec2rpop;1484.4762779591256;2019;2012;;;Employés Chômeurs;La Réunion;La Réunion
04;974414;974;Saint-Louis;csx_rec4taxtypac_rec2rpop;635.8258299975186;2019;2012;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974416;974;Saint-Pierre;csx_rec1taxtypac_rec2rpop;35.023526940172694;2019;2012;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974417;974;Saint-Philippe;csx_rec1taxtypac_rec1rpop;128.97449017791536;2019;2012;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974418;974;Sainte-Marie;csx_rec3taxtypac_rec1rpop;1055.3833142522774;2019;2012;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974418;974;Sainte-Marie;csx_rec4taxtypac_rec2rpop;313.9480536680528;2019;2012;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974419;974;Sainte-Rose;csx_rec5taxtypac_rec1rpop;428.0;2019;2012;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974420;974;Sainte-Suzanne;csx_rec3taxtypac_rec1rpop;531.6937461500169;2019;2012;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974422;974;Tampon;csx_rec1taxtypac_rec2rpop;39.748797719059446;2019;2012;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974401;974;Avirons;csx_rec4taxtypac_rec2rpop;139.9698481651156;2021;2008;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974403;974;Entre-Deux;csx_rec3taxtypac_rec1rpop;109.18911857191458;2021;2008;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974405;974;Petite-Île;csx_rec1taxtypac_rec1rpop;208.80485377158595;2021;2008;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974407;974;Port;csx_rec1taxtypac_rec2rpop;2.52382747897695;2021;2008;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974410;974;Saint-Benoît;csx_rec5taxtypac_rec1rpop;2597.1155786693894;2021;2008;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974416;974;Saint-Pierre;csx_rec3taxtypac_rec1rpop;1727.0282800747973;2021;2008;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974418;974;Sainte-Marie;csx_rec4taxtypac_rec2rpop;216.5275407233091;2021;2008;;;Professions intermédiaires Chômeurs;La Réunion;La Réunion
04;974419;974;Sainte-Rose;csx_rec1taxtypac_rec2rpop;12.12762206163423;2021;2008;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974420;974;Sainte-Suzanne;csx_rec3taxtypac_rec2rpop;17.57972144635103;2021;2008;;;Cadres et professions intellectuelles supérieures Chômeurs;La Réunion;La Réunion
04;974424;974;Cilaos;csx_rec3taxtypac_rec1rpop;21.01141255169592;2021;2008;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974401;974;Avirons;csx_rec5taxtypac_rec2rpop;433.248470195817;2021;2008;;;Employés Chômeurs;La Réunion;La Réunion
04;974404;974;Étang-Salé;csx_rec6taxtypac_rec2rpop;469.5777600975735;2021;2008;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974405;974;Petite-Île;csx_rec1taxtypac_rec2rpop;2.50754520290417;2021;2008;;;Agriculteurs Chômeurs;La Réunion;La Réunion
04;974405;974;Petite-Île;csx_rec6taxtypac_rec2rpop;457.1765138262328;2021;2008;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974408;974;Possession;csx_rec3taxtypac_rec1rpop;1226.8120585011293;2021;2008;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974415;974;Saint-Paul;csx_rec5taxtypac_rec1rpop;7942.446952384462;2021;2008;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974416;974;Saint-Pierre;csx_rec5taxtypac_rec1rpop;5735.730231006552;2021;2008;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974417;974;Saint-Philippe;csx_rec3taxtypac_rec1rpop;24.132127408572476;2021;2008;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974418;974;Sainte-Marie;csx_rec5taxtypac_rec2rpop;973.4915747052928;2021;2008;;;Employés Chômeurs;La Réunion;La Réunion
04;974420;974;Sainte-Suzanne;csx_rec5taxtypac_rec1rpop;2113.2015549813927;2021;2008;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974401;974;Avirons;csx_rec5taxtypac_rec1rpop;908.5784614003398;2021;2013;;;Employés Actifs ayant un emploi;La Réunion;La Réunion
04;974402;974;Bras-Panon;csx_rec4taxtypac_rec1rpop;784.4130546606707;2021;2013;;;Professions intermédiaires Actifs ayant un emploi;La Réunion;La Réunion
04;974403;974;Entre-Deux;csx_rec6taxtypac_rec2rpop;310.75140319335236;2021;2013;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974406;974;Plaine-Des-Palmistes;csx_rec1taxtypac_rec1rpop;47.30885957720074;2021;2013;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974416;974;Saint-Pierre;csx_rec1taxtypac_rec1rpop;404.1079886396922;2021;2013;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974418;974;Sainte-Marie;csx_rec5taxtypac_rec2rpop;1138.4203132947086;2021;2013;;;Employés Chômeurs;La Réunion;La Réunion
04;974418;974;Sainte-Marie;csx_rec6taxtypac_rec2rpop;1037.4452085445666;2021;2013;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974419;974;Sainte-Rose;csx_rec2taxtypac_rec2rpop;16.02409373516856;2021;2013;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974420;974;Sainte-Suzanne;csx_rec2taxtypac_rec1rpop;358.8282204992012;2021;2013;;;Artisans, commerçants, chefs d'entreprise Actifs ayant un emploi;La Réunion;La Réunion
04;974423;974;Trois-Bassins;csx_rec6taxtypac_rec2rpop;387.6352591566085;2021;2013;;;Ouvriers Chômeurs;La Réunion;La Réunion
04;974404;974;Étang-Salé;csx_rec1taxtypac_rec1rpop;77.68751474265673;2019;2012;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974405;974;Petite-Île;csx_rec1taxtypac_rec1rpop;204.72255537420688;2019;2012;;;Agriculteurs Actifs ayant un emploi;La Réunion;La Réunion
04;974407;974;Port;csx_rec2taxtypac_rec2rpop;61.07763322447552;2019;2012;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
04;974410;974;Saint-Benoît;csx_rec3taxtypac_rec1rpop;500.3816232841496;2019;2012;;;Cadres et professions intellectuelles supérieures Actifs ayant un emploi;La Réunion;La Réunion
04;974411;974;Saint-Denis;csx_rec2taxtypac_rec2rpop;310.6866665261962;2019;2012;;;Artisans, commerçants, chefs d'entreprise Chômeurs;La Réunion;La Réunion
